tx_lat,tx_lon,tx_el,rx_lat,rx_lon,rx_el,frequency_Hz,pathloss_dB,pl_los_index,propagation_delay_s,propagation_distance_m,rays_count,h_bar,SNR_dB,capacity,loss_dB
34.07,-118.4427,112.617782064714,34.0674,-118.44225,109.278806836344,6000000000,149.37508941484,1,1.14556518301068e-06,343.431802013992,44,0,-Inf,0,149.375095515461
34.07,-118.44265,112.807113969699,34.0674,-118.44225,109.278806836344,6000000000,148.975369243228,1,1.13102032585452e-06,339.071363535886,45,0,-Inf,0,148.975375405495
34.07,-118.4426,112.996441582218,34.0674,-118.44225,109.278806836344,6000000000,148.55016401659,1,1.11658580282754e-06,334.744002397571,47,0,-Inf,0,148.550170091359
34.07,-118.44255,113.185764902271,34.0674,-118.44225,109.278806836344,6000000000,148.096203951373,1,1.10228366770633e-06,330.456330154935,59,0,-Inf,0,148.096210061127
34.07,-118.4425,113.375083929859,34.0674,-118.44225,109.278806836344,6000000000,147.425368210258,70,1.42446711190997e-06,427.044496819652,75,0,-Inf,0,147.425374360563
34.07,-118.44245,113.564406291582,34.0674,-118.44225,109.278806836344,6000000000,146.731700594583,73,1.41303637313581e-06,423.61764754579,82,0,-Inf,0,146.731706736521
34.07,-118.4424,113.753747250885,34.0674,-118.44225,109.278806836344,6000000000,145.617752898897,72,1.39137111134309e-06,417.122565459737,88,0,-Inf,0,145.617758979881
34.07,-118.44235,113.943076286465,34.0674,-118.44225,109.278806836344,6000000000,139.459325201849,1,1.01195037585309e-06,303.375090551023,62,0,-Inf,0,139.459331402776
34.07,-118.4423,114.132393400185,34.0674,-118.44225,109.278806836344,6000000000,131.565246972054,19,1.14163738101905e-06,342.254276600384,28,0,-Inf,0,131.565253092257
34.07,-118.44225,114.321713850833,34.0674,-118.44225,109.278806836344,6000000000,131.259476262451,28,1.16579191560664e-06,349.495623896243,35,0.00536945870059463,-53.5030987072076,1.85663232268207e-10,131.259482374351
34.07,-118.4422,114.495168496855,34.0674,-118.44225,109.278806836344,6000000000,121.817423360332,5,9.81372531943572e-07,294.208083565047,37,0.0296533757089241,-31.6711638914535,8.63388580458326e-07,121.817429502182
34.07,-118.44215,114.571633987129,34.0674,-118.44225,109.278806836344,6000000000,111.490838433058,23,1.04040883301322e-06,311.906721373945,29,0.027049869929524,-22.9222858475727,5.3861135597395e-06,111.490844577603
34.07,-118.4421,114.648095184006,34.0674,-118.44225,109.278806836344,6000000000,101.139153738185,5,9.7502550918092e-07,292.30529401005,12,0.0518970138680015,-7.45208806240511,0.00069846610841713,101.139159873883
34.07,-118.44205,114.724552088417,34.0674,-118.44225,109.278806836344,6000000000,97.230212129678,1,9.64160848251937e-07,289.048150604813,18,0.0647515642798211,-3.30006959635357,0.00282645850989354,97.2302182404054
34.07,-118.442,114.801004700363,34.0674,-118.44225,109.278806836344,6000000000,97.2402107455642,1,9.65271364862838e-07,289.381075109245,18,0.0488098982666014,-5.36915893214711,0.000997985497422342,97.2402168935785
34.07,-118.44195,114.877460648306,34.0674,-118.44225,109.278806836344,6000000000,97.2523910559378,1,9.66625924137391e-07,289.78716176367,15,0.0407128108582471,-6.89659187433112,0.000488544345878254,97.252397171887
34.07,-118.4419,114.953927562572,34.0674,-118.44225,109.278806836344,6000000000,97.266734695166,1,9.68223502335122e-07,290.266103658415,7,0.0262783136700905,-10.5664625644158,8.74399913455549e-05,97.2667408108235
34.07,-118.44185,115.030390184373,34.0674,-118.44225,109.278806836344,6000000000,118.185911734252,1,9.70250029013072e-07,290.8736410724,23,0.0340361577969368,-29.0668479027627,2.07190812600441e-06,118.185917855244
34.07,-118.4418,115.106840883382,34.0674,-118.44225,109.278806836344,6000000000,119.450223425399,17,1.15738166028387e-06,346.974292780623,18,0.00740610597706062,-42.5291646176117,4.42015931960357e-09,119.450229567806
34.07,-118.44175,115.183302546851,34.0674,-118.44225,109.278806836344,6000000000,120.789997525852,5,1.10514308454376e-06,331.313561757074,13,0.00304431435619781,-50.4171766795308,1.21460798970883e-10,120.790003661026
34.06995,-118.4427,112.625059022568,34.0674,-118.44225,109.278806836344,6000000000,149.587773192238,1,1.14030429561805e-06,341.854627651294,47,0,-Inf,0,149.587779350973
34.06995,-118.44265,112.814390927553,34.0674,-118.44225,109.278806836344,6000000000,149.193733453218,1,1.1254394462323e-06,337.39825791614,45,0,-Inf,0,149.193739555218
34.06995,-118.4426,113.003718540072,34.0674,-118.44225,109.278806836344,6000000000,148.773633497517,1,1.11064584166369e-06,332.963246839837,50,0,-Inf,0,148.773639605232
34.06995,-118.44255,113.193041860126,34.0674,-118.44225,109.278806836344,6000000000,148.323718834537,1,1.09593848365906e-06,328.554091832942,50,0,-Inf,0,148.32372497453
34.06995,-118.4425,113.382368516177,34.0674,-118.44225,109.278806836344,6000000000,147.839444682454,1,1.08133679753496e-06,324.176616458855,64,0,-Inf,0,147.839450841289
